ballot_ID,Precinct,Ward,WardPrecinct,invalid,rank1,rank10,rank11,rank12,rank13,rank14,rank15,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
"000901-00-09120000208125, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Alanna Mallon,Patricia Nolan,Marc McGovern,Sumbul Siddiqui,Timothy Toomey,
"000901-00-09120000214208, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,Quinton Zondervan,,,,
"000901-00-09120000290703, 1",1,9,9-1,False,Dennis Carlone,Ilan Levy,Jeffery McNary,,,,,Charles Franklin,Craig Kelley,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,Quinton Zondervan
"000901-00-09120000300288, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Patricia Nolan,Derek Kopon,Nicola Williams,John Pitkin,Ben Simon,
"000901-00-09120000312133, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,Derek Kopon,Marc McGovern,Alanna Mallon,,
"000901-00-09120000374923, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,Quinton Zondervan,Derek Kopon,Denise Simmons
"000901-00-09120000384734, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,Quinton Zondervan,
"000901-00-09120000397128, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Alanna Mallon,Sumbul Siddiqui,Denise Simmons,Jivan Sobrinho-Wheeler,Timothy Toomey,Quinton Zondervan,
"000901-00-09120000415999, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Derek Kopon,Quinton Zondervan,,,,
"000901-00-09120000430936, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Patricia Nolan,Derek Kopon,John Pitkin,Nicola Williams,Ben Simon,
"000901-00-09120000438075, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Derek Kopon,Patricia Nolan,Denise Simmons,,,,,
"000901-00-09120000444282, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Nicola Williams,Quinton Zondervan,Patricia Nolan,Ben Simon,John Pitkin,Craig Kelley,Derek Kopon,
"000901-00-09120000459186, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Charles Franklin,Patricia Nolan,Ben Simon,Jivan Sobrinho-Wheeler,Quinton Zondervan,Nicola Williams,,
"000901-00-09120000464387, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Charles Franklin,Sukia Akiba,Jivan Sobrinho-Wheeler,Nicola Williams,Risa Mednick,,
"000901-00-09120000466914, 1",1,9,9-1,False,Dennis Carlone,Jivan Sobrinho-Wheeler,Timothy Toomey,Sukia Akiba,Ilan Levy,Alanna Mallon,Burhan Azeem,Craig Kelley,Derek Kopon,Patricia Nolan,Nicola Williams,Quinton Zondervan,Ben Simon,Sumbul Siddiqui,Denise Simmons
"000901-00-09120000472582, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Marc McGovern,,,,,,
"000901-00-09120000476725, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,John Pitkin,Craig Kelley,Patricia Nolan,Derek Kopon,,,
"000901-00-09120000493206, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Nicola Williams,Denise Simmons,John Pitkin,Patricia Nolan,Ilan Levy,Ben Simon,
"000901-00-09120000506859, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Alanna Mallon,Marc McGovern,Sumbul Siddiqui,Denise Simmons,Timothy Toomey,Quinton Zondervan,
"000901-00-09120000517336, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,Nicola Williams,Ben Simon,John Pitkin,Derek Kopon,
"000901-00-09120000531197, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Marc McGovern,Sumbul Siddiqui,Patricia Nolan,,,,,
"000901-00-09120000538455, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Risa Mednick,Patricia Nolan,Jivan Sobrinho-Wheeler,Nicola Williams,Quinton Zondervan,,,
"000901-00-09120000556035, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Nicola Williams,,,,,
"000901-00-09120000558617, 1",1,9,9-1,False,Dennis Carlone,Risa Mednick,,,,,,Quinton Zondervan,Craig Kelley,Patricia Nolan,Nicola Williams,Derek Kopon,Ben Simon,John Pitkin,Marc McGovern
"000901-00-09120000568404, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,John Pitkin,Patricia Nolan,Derek Kopon,Craig Kelley,,,
"000901-00-09120000575442, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Charles Franklin,Nicola Williams,Ben Simon,Derek Kopon,,
"000901-00-09120000603464, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,
"000901-00-09120000606311, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Patricia Nolan,Derek Kopon,John Pitkin,,,
"000901-00-09120000609493, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Nicola Williams,John Pitkin,,,,
"000901-00-09120000617272, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Sumbul Siddiqui,,,,,
"000901-00-09120000629056, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Derek Kopon,Craig Kelley,Ben Simon,John Pitkin,Nicola Williams,
"000901-00-09120000638767, 1",1,9,9-1,False,Dennis Carlone,Ilan Levy,Sumbul Siddiqui,Risa Mednick,Alanna Mallon,,,Patricia Nolan,Quinton Zondervan,Derek Kopon,John Pitkin,Ben Simon,Nicola Williams,Charles Franklin,Craig Kelley
"000901-00-09120000653940, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Derek Kopon,Patricia Nolan,Craig Kelley,,,,
"000901-00-09120000657758, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,,,,,,
"000901-00-09120000661778, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Risa Mednick,Patricia Nolan,Nicola Williams,Quinton Zondervan,,,,
"000901-00-09120000697690, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Derek Kopon,,,,,
"000901-00-09120000705284, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Charles Franklin,Patricia Nolan,Jivan Sobrinho-Wheeler,Nicola Williams,Risa Mednick,,
"000901-00-09120000739446, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Quinton Zondervan,Sumbul Siddiqui,Derek Kopon,,,
"000901-00-09120000756843, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Patricia Nolan,Alanna Mallon,,,,
"000901-00-09120000760566, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Sumbul Siddiqui,Alanna Mallon,Quinton Zondervan,Craig Kelley,,,
"000901-00-09120000768054, 1",1,9,9-1,False,Dennis Carlone,Charles Franklin,John Pitkin,Nicola Williams,Derek Kopon,Risa Mednick,Jeffery McNary,Patricia Nolan,Quinton Zondervan,Alanna Mallon,Craig Kelley,Marc McGovern,Sumbul Siddiqui,Timothy Toomey,Denise Simmons
"000901-00-09120000778140, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,Quinton Zondervan,Adriane Musgrave
"000901-00-09120000791020, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Craig Kelley,,,,,
"000901-00-09120000792133, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Derek Kopon,Patricia Nolan,Craig Kelley,Charles Franklin,Nicola Williams,,
"000901-00-09120000796544, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Craig Kelley,Nicola Williams,Derek Kopon,Patricia Nolan,John Pitkin,,
"000901-00-09120000810990, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Charles Franklin,,,,,
"000901-00-09120000812338, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Patricia Nolan,Nicola Williams,John Pitkin,Ben Simon,Derek Kopon,
"000901-00-09120000819872, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Charles Franklin,Nicola Williams,John Pitkin,Risa Mednick,Patricia Nolan,Jivan Sobrinho-Wheeler,Craig Kelley
"000901-00-09120000824073, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,,,,,
"000901-00-09120000832839, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Charles Franklin,John Pitkin,Craig Kelley,,,
"000901-00-09120000846725, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Risa Mednick,Patricia Nolan,Jivan Sobrinho-Wheeler,Nicola Williams,Quinton Zondervan,,,
"000901-00-09120000884096, 1",1,9,9-1,False,Dennis Carlone,Denise Simmons,Timothy Toomey,,,,,Alanna Mallon,Adriane Musgrave,Patricia Nolan,Marc McGovern,Craig Kelley,Nicola Williams,Sumbul Siddiqui,Quinton Zondervan
"000901-00-09120000900201, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Marc McGovern,Patricia Nolan,,,,,
"000901-00-09120000904466, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Derek Kopon,Craig Kelley,Nicola Williams,Quinton Zondervan,John Pitkin,Ben Simon,
"000901-00-09120000906876, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Derek Kopon,Quinton Zondervan,Sumbul Siddiqui,Nicola Williams,,,,
"000901-00-09120000913692, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Denise Simmons,Derek Kopon,John Pitkin,Craig Kelley,Quinton Zondervan,Nicola Williams,
"000901-00-09120000922293, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Patricia Nolan,Derek Kopon,John Pitkin,Ben Simon,Nicola Williams,
"000901-00-09120000934505, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Denise Simmons,Marc McGovern,Craig Kelley,Derek Kopon,Quinton Zondervan,Nicola Williams,Ilan Levy
"000901-00-09120000947903, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,Quinton Zondervan,Nicola Williams,John Pitkin,Ben Simon,
"000901-00-09120000953421, 1",1,9,9-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Marc McGovern,,,,,,
"000901-00-09120000390135, 1",1,9,9-1,False,Dennis Carlone,Nicola Williams,Ben Simon,Timothy Toomey,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,Derek Kopon,John Pitkin,Marc McGovern,Charles Franklin,Alanna Mallon
"000701-00-00200000005359, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Charles Franklin,Patricia Nolan,Nicola Williams,Ben Simon,John Pitkin,Jivan Sobrinho-Wheeler,Derek Kopon
"000701-00-00200000006991, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Nicola Williams,Charles Franklin,Ben Simon,Jivan Sobrinho-Wheeler,,
"000701-00-00200000016581, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Nicola Williams,Risa Mednick,Jivan Sobrinho-Wheeler,Charles Franklin,,
"000701-00-00200000021782, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Denise Simmons,Risa Mednick,Gregg Moree,John Pitkin,,,
"000701-00-00200000042775, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,
"000701-00-00200000055919, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Charles Franklin,Alanna Mallon,Patricia Nolan,John Pitkin,Quinton Zondervan,Sumbul Siddiqui,Derek Kopon,
"000701-00-00200000064393, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Sumbul Siddiqui,John Pitkin,Alanna Mallon,,,
"000701-00-00200000096053, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Timothy Toomey,Quinton Zondervan,Craig Kelley,Alanna Mallon,Marc McGovern,Sumbul Siddiqui,Denise Simmons,
"000701-00-00200000138084, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,John Pitkin,Sumbul Siddiqui,,,,
"000701-00-00200000166822, 1",1,7,7-1,False,Dennis Carlone,Quinton Zondervan,Alanna Mallon,Marc McGovern,Risa Mednick,Gregg Moree,Jeffery McNary,Craig Kelley,Derek Kopon,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Patricia Nolan,John Pitkin,Nicola Williams,Ben Simon
"000701-00-00200000185540, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Craig Kelley,Alanna Mallon,Marc McGovern,Sumbul Siddiqui,Denise Simmons,Timothy Toomey,Nicola Williams,
"000701-00-00200000223672, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,,,,,,
"000701-00-00200000300481, 1",1,7,7-1,False,Dennis Carlone,Adriane Musgrave,Patricia Nolan,John Pitkin,,,,Quinton Zondervan,Nicola Williams,Risa Mednick,Sumbul Siddiqui,Charles Franklin,Craig Kelley,Jivan Sobrinho-Wheeler,Sukia Akiba
"000701-00-00200000313742, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Sukia Akiba,Burhan Azeem,Adriane Musgrave,John Pitkin,Quinton Zondervan,,
"000701-00-00200000315583, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Nicola Williams,Craig Kelley,John Pitkin,Derek Kopon,Quinton Zondervan,Ben Simon,
"000701-00-00200000322443, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,John Pitkin,Nicola Williams,Derek Kopon,Sumbul Siddiqui,Adriane Musgrave,Denise Simmons
"000701-00-00200000332256, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Derek Kopon,Craig Kelley,Risa Mednick,John Pitkin,Quinton Zondervan,Patricia Nolan,Alanna Mallon,Sumbul Siddiqui
"000701-00-00200000347082, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Alanna Mallon,Craig Kelley,Adriane Musgrave,Patricia Nolan,John Pitkin,Jeffery McNary,,
"000701-00-00200000351409, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Alanna Mallon,Quinton Zondervan,Craig Kelley,Sumbul Siddiqui,Denise Simmons,Adriane Musgrave,Timothy Toomey
"000701-00-00200000362715, 1",1,7,7-1,False,Dennis Carlone,Sumbul Siddiqui,Ilan Levy,Derek Kopon,Adriane Musgrave,Risa Mednick,Jeffery McNary,Marc McGovern,Quinton Zondervan,Jivan Sobrinho-Wheeler,Burhan Azeem,Alanna Mallon,Craig Kelley,Charles Franklin,John Pitkin
"000701-00-00200000400746, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Timothy Toomey,,,,,
"000701-00-00200000454242, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,John Pitkin,,,,,,
"000701-00-00200000471977, 1",1,7,7-1,False,Dennis Carlone,Jeffery McNary,Nicola Williams,,,,,Patricia Nolan,Quinton Zondervan,Charles Franklin,Craig Kelley,Timothy Toomey,John Pitkin,Derek Kopon,Ilan Levy
"000701-00-00200000496070, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Derek Kopon,Craig Kelley,John Pitkin,Patricia Nolan,Quinton Zondervan,Nicola Williams,Ben Simon,
"000701-00-00200000513962, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Nicola Williams,,,,,
"000701-00-00200000520573, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,John Pitkin,Derek Kopon,Nicola Williams,Ben Simon,Craig Kelley,
"000701-00-00200000553475, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Adriane Musgrave,Sumbul Siddiqui,Patricia Nolan,,,,,
"000701-00-00200000555211, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Charles Franklin,Quinton Zondervan,Patricia Nolan,Nicola Williams,Ben Simon,Jivan Sobrinho-Wheeler,Adriane Musgrave,
"000701-00-00200000562935, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Marc McGovern,Sumbul Siddiqui,Quinton Zondervan,Adriane Musgrave,Ben Simon,,,
"000701-00-00200000566046, 1",1,7,7-1,False,Dennis Carlone,Risa Mednick,Nicola Williams,Ilan Levy,,,,Quinton Zondervan,Marc McGovern,Craig Kelley,Charles Franklin,Jivan Sobrinho-Wheeler,Patricia Nolan,Sumbul Siddiqui,Alanna Mallon
"000701-00-00200000588084, 1",1,7,7-1,False,Dennis Carlone,,,,,,,,,,,,,,
"000701-00-00200000662447, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Nicola Williams,Craig Kelley,John Pitkin,Derek Kopon,Quinton Zondervan,Ben Simon,
"000701-00-00200000671956, 1",1,7,7-1,False,Dennis Carlone,Alanna Mallon,,,,,,Quinton Zondervan,Nicola Williams,Charles Franklin,Risa Mednick,Jivan Sobrinho-Wheeler,Patricia Nolan,Sumbul Siddiqui,Craig Kelley
"000701-00-00200000697008, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Derek Kopon,John Pitkin,Ben Simon,Quinton Zondervan,,,,
"000701-00-00200000708325, 1",1,7,7-1,False,Dennis Carlone,Derek Kopon,Patricia Nolan,Adriane Musgrave,Gregg Moree,Risa Mednick,Jeffery McNary,Quinton Zondervan,Craig Kelley,Timothy Toomey,Alanna Mallon,Sumbul Siddiqui,Marc McGovern,John Pitkin,Nicola Williams
"000701-00-00200000710631, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Nicola Williams,Charles Franklin,Ben Simon,Jivan Sobrinho-Wheeler,John Pitkin,
"000701-00-00200000749637, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Risa Mednick,Sukia Akiba,Denise Simmons,,,,,
"000701-00-00200000795615, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Alanna Mallon,Patricia Nolan,Denise Simmons,Craig Kelley,Marc McGovern,Adriane Musgrave,Nicola Williams,
"000701-00-00200000802183, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Charles Franklin,Alanna Mallon,Patricia Nolan,John Pitkin,Quinton Zondervan,Sumbul Siddiqui,Derek Kopon,
"000701-00-00200000811822, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Derek Kopon,John Pitkin,Quinton Zondervan,Marc McGovern,,,
"000701-00-00200000816070, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,Quinton Zondervan,Marc McGovern
"000701-00-00200000821575, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Derek Kopon,Nicola Williams,John Pitkin,Quinton Zondervan,Ben Simon,
"000701-00-00200000824679, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Denise Simmons,Timothy Toomey,Quinton Zondervan,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Patricia Nolan,Craig Kelley
"000701-00-00200000905919, 1",1,7,7-1,False,Dennis Carlone,,,,,,,John Pitkin,Quinton Zondervan,Patricia Nolan,Nicola Williams,Ben Simon,Craig Kelley,Derek Kopon,
"000701-00-00200000912538, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Alanna Mallon,Sumbul Siddiqui,John Pitkin,Patricia Nolan,Burhan Azeem,Denise Simmons,,
"000701-00-00200000914657, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Derek Kopon,Craig Kelley,Nicola Williams,Patricia Nolan,,,,
"000701-00-00200000916724, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Craig Kelley,Charles Franklin,Derek Kopon,John Pitkin,Nicola Williams,Ben Simon
"000701-00-00200000933321, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Derek Kopon,Craig Kelley,John Pitkin,Patricia Nolan,Ben Simon,Quinton Zondervan,Charles Franklin,
"000701-00-00200000993561, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Patricia Nolan,Derek Kopon,John Pitkin,Ben Simon,Nicola Williams,Jivan Sobrinho-Wheeler
"000701-00-00200000999633, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,John Pitkin,Nicola Williams,Quinton Zondervan,,,,
"000701-00-00540000093890, 1",1,7,7-1,False,Dennis Carlone,Burhan Azeem,Denise Simmons,,,,,Marc McGovern,Quinton Zondervan,Sumbul Siddiqui,Risa Mednick,Jivan Sobrinho-Wheeler,Patricia Nolan,John Pitkin,Nicola Williams
"000701-00-00540000201332, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Patricia Nolan,Nicola Williams,Quinton Zondervan,Ben Simon,,,,
"000701-00-00540000235319, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Quinton Zondervan,Sumbul Siddiqui,Patricia Nolan,Nicola Williams,Charles Franklin,Jivan Sobrinho-Wheeler,Risa Mednick,John Pitkin
"000701-00-00540000622883, 1",1,7,7-1,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,Quinton Zondervan,
"000103-00-00030000031953, 1",3,1,1-3,False,Dennis Carlone,,,,,,,,,,,,,,
"000103-00-00030000061980, 1",3,1,1-3,False,Dennis Carlone,,,,,,,Sukia Akiba,Denise Simmons,Quinton Zondervan,Burhan Azeem,Adriane Musgrave,Timothy Toomey,Derek Kopon,Craig Kelley
"000103-00-00030000189434, 1",3,1,1-3,False,Dennis Carlone,Adriane Musgrave,Patricia Nolan,Jivan Sobrinho-Wheeler,Nicola Williams,Ben Simon,John Pitkin,Craig Kelley,Alanna Mallon,Marc McGovern,Sumbul Siddiqui,Denise Simmons,Timothy Toomey,Quinton Zondervan,Risa Mednick
"000103-00-00030000411441, 1",3,1,1-3,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Marc McGovern,Quinton Zondervan,,,,,
"000103-00-00030000482323, 1",3,1,1-3,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Charles Franklin,Risa Mednick,Denise Simmons,Quinton Zondervan,Marc McGovern,Ben Simon,Sukia Akiba
"000103-00-00030000494159, 1",3,1,1-3,False,Dennis Carlone,,,,,,,,,,,,,,
"000103-00-00030000600100, 1",3,1,1-3,False,Dennis Carlone,,,,,,,,,,,,,,
"000103-00-00030000726906, 1",3,1,1-3,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,
"000103-00-00030000812261, 1",3,1,1-3,False,Dennis Carlone,Ilan Levy,,,,,,Patricia Nolan,Quinton Zondervan,Ben Simon,John Pitkin,Craig Kelley,Derek Kopon,Nicola Williams,Timothy Toomey
"000103-00-00030000935120, 1",3,1,1-3,False,Dennis Carlone,,,,,,,Quinton Zondervan,Craig Kelley,Patricia Nolan,John Pitkin,Nicola Williams,Derek Kopon,Ben Simon,Timothy Toomey
"000503-00-00160000064303, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Charles Franklin,Burhan Azeem,Quinton Zondervan,Denise Simmons,Risa Mednick,Nicola Williams,
"000503-00-00160000097780, 1",3,5,5-3,False,Dennis Carlone,Nicola Williams,,,,,,Patricia Nolan,Charles Franklin,Ben Simon,Sukia Akiba,Craig Kelley,Quinton Zondervan,Timothy Toomey,Jivan Sobrinho-Wheeler
"000503-00-00160000097946, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Quinton Zondervan,Charles Franklin,Risa Mednick,Patricia Nolan,Sukia Akiba,Jivan Sobrinho-Wheeler,Nicola Williams,
"000503-00-00160000106334, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Charles Franklin,Patricia Nolan,Ben Simon,Jivan Sobrinho-Wheeler,Nicola Williams,Quinton Zondervan,,
"000503-00-00160000134262, 1",3,5,5-3,False,Dennis Carlone,Charles Franklin,,,,,,Quinton Zondervan,Craig Kelley,Jivan Sobrinho-Wheeler,John Pitkin,Nicola Williams,Patricia Nolan,Ben Simon,Derek Kopon
"000503-00-00160000150943, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Quinton Zondervan,Charles Franklin,Risa Mednick,Patricia Nolan,Nicola Williams,Jivan Sobrinho-Wheeler,,
"000503-00-00160000179670, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Quinton Zondervan,Charles Franklin,Patricia Nolan,Nicola Williams,Risa Mednick,Jivan Sobrinho-Wheeler,,
"000503-00-00160000227607, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Quinton Zondervan,John Pitkin,Derek Kopon,Charles Franklin,Ben Simon,
"000503-00-00160000244134, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Quinton Zondervan,Nicola Williams,John Pitkin,,,
"000503-00-00160000256071, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Quinton Zondervan,Craig Kelley,Sumbul Siddiqui,Alanna Mallon,Denise Simmons,Patricia Nolan,,
"000503-00-00160000286365, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Craig Kelley,John Pitkin,Patricia Nolan,,,,,
"000503-00-00160000316964, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Quinton Zondervan,,,,,,,
"000503-00-00160000377414, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Marc McGovern,Craig Kelley,Denise Simmons,Timothy Toomey,Alanna Mallon,Quinton Zondervan,Sumbul Siddiqui,
"000503-00-00160000391875, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Charles Franklin,Risa Mednick,Adriane Musgrave,Nicola Williams,Ben Simon,Jivan Sobrinho-Wheeler,Quinton Zondervan,
"000503-00-00160000435475, 1",3,5,5-3,False,Dennis Carlone,Ben Simon,Denise Simmons,,,,,Quinton Zondervan,Charles Franklin,Marc McGovern,Patricia Nolan,Nicola Williams,Jivan Sobrinho-Wheeler,John Pitkin,Burhan Azeem
"000503-00-00160000465526, 1",3,5,5-3,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Marc McGovern,Alanna Mallon,Patricia Nolan,Quinton Zondervan,Denise Simmons,,
